EventYear,EventMonth,District,EventAreaCode,EventAreaDesc,EventTypeCode,EventTypeDesc,EventScenarioCode,EventScenarioDesc,GeneralAddress,CityCode,EventsNum
2022,4,דן,2168,אבטחה,2175,שטחים פתוחים,2178,סיור מבצעי,קרית אונו,2620,1
2022,4,דן,2168,אבטחה,2175,שטחים פתוחים,2178,סיור מבצעי,רמת השרון,2650,1
2022,5,דן,2168,אבטחה,2175,שטחים פתוחים,2178,סיור מבצעי,רמת השרון,2650,1
2022,6,דן,2168,אבטחה,2175,שטחים פתוחים,2178,סיור מבצעי,חולון,6600,1
2022,4,דן,3,"חומ""ס",2146,אורבאני,2153,"גפ""מ",תל אביב יפו,5000,93
2022,5,דן,3,"חומ""ס",2146,אורבאני,2153,"גפ""מ",תל אביב יפו,5000,72
2022,6,דן,3,"חומ""ס",2146,אורבאני,2153,"גפ""מ",תל אביב יפו,5000,55
2022,4,דן,3,"חומ""ס",2146,אורבאני,2153,"גפ""מ",בני ברק,6100,39
2022,4,דן,3,"חומ""ס",2146,אורבאני,2153,"גפ""מ",רמת גן,8600,23
2022,5,דן,3,"חומ""ס",2146,אורבאני,2153,"גפ""מ",רמת גן,8600,21
2022,5,דן,3,"חומ""ס",2146,אורבאני,2153,"גפ""מ",בני ברק,6100,20
2022,6,דן,3,"חומ""ס",2146,אורבאני,2153,"גפ""מ",חולון,6600,19
2022,6,דן,3,"חומ""ס",2146,אורבאני,2153,"גפ""מ",רמת גן,8600,19
2022,4,דן,3,"חומ""ס",2146,אורבאני,2153,"גפ""מ",חולון,6600,14
2022,6,דן,3,"חומ""ס",2146,אורבאני,2153,"גפ""מ",בני ברק,6100,13
2022,5,דן,3,"חומ""ס",2146,אורבאני,2153,"גפ""מ",חולון,6600,12
2022,6,דן,3,"חומ""ס",2146,אורבאני,2153,"גפ""מ",בת ים,6200,12
2022,4,דן,3,"חומ""ס",2146,אורבאני,2153,"גפ""מ",בת ים,6200,11
2022,4,דן,3,"חומ""ס",2146,אורבאני,2153,"גפ""מ",הרצליה,6400,11
2022,5,דן,3,"חומ""ס",2146,אורבאני,2153,"גפ""מ",בת ים,6200,11
2022,5,דן,3,"חומ""ס",2146,אורבאני,2153,"גפ""מ",הרצליה,6400,9
2022,4,דן,3,"חומ""ס",2146,אורבאני,2153,"גפ""מ",גבעתיים,6300,8
2022,6,דן,3,"חומ""ס",2146,אורבאני,2153,"גפ""מ",הרצליה,6400,7
2022,6,דן,3,"חומ""ס",2146,אורבאני,2153,"גפ""מ",גבעתיים,6300,6
2022,4,דן,3,"חומ""ס",2146,אורבאני,2153,"גפ""מ",אור יהודה,2400,4
2022,4,דן,3,"חומ""ס",2146,אורבאני,2153,"גפ""מ",גבעת שמואל,0681,4
2022,4,דן,3,"חומ""ס",2146,אורבאני,2153,"גפ""מ",רמת השרון,2650,3
2022,4,דן,3,"חומ""ס",2146,אורבאני,2153,"גפ""מ",יהוד מונוסון,9400,2
2022,5,דן,3,"חומ""ס",2146,אורבאני,2153,"גפ""מ",אור יהודה,2400,2
2022,5,דן,3,"חומ""ס",2146,אורבאני,2153,"גפ""מ",גבעתיים,6300,2
2022,5,דן,3,"חומ""ס",2146,אורבאני,2153,"גפ""מ",קרית אונו,2620,2
2022,5,דן,3,"חומ""ס",2146,אורבאני,2153,"גפ""מ",רמת השרון,2650,2
2022,6,דן,3,"חומ""ס",2146,אורבאני,2153,"גפ""מ",אור יהודה,2400,2
2022,6,דן,3,"חומ""ס",2146,אורבאני,2153,"גפ""מ",גבעת שמואל,0681,2
2022,6,דן,3,"חומ""ס",2146,אורבאני,2153,"גפ""מ",קרית אונו,2620,2
2022,4,דן,3,"חומ""ס",2146,אורבאני,2153,"גפ""מ",מחלף אלוף שדה,-,1
2022,4,דן,3,"חומ""ס",2146,אורבאני,2153,"גפ""מ",קרית אונו,2620,1
2022,5,דן,3,"חומ""ס",2146,אורבאני,2153,"גפ""מ",אזור,0565,1
2022,5,דן,3,"חומ""ס",2146,אורבאני,2153,"גפ""מ",כפר שמריהו,0267,1
2022,5,דן,3,"חומ""ס",2146,אורבאני,2153,"גפ""מ",ללא כתובת,-,1
2022,6,דן,3,"חומ""ס",2146,אורבאני,2153,"גפ""מ",אזור,0565,1
2022,6,דן,3,"חומ""ס",2146,אורבאני,2147,"חומ""ס",הרצליה,6400,2
2022,4,דן,3,"חומ""ס",2146,אורבאני,2147,"חומ""ס",בת ים,6200,1
2022,4,דן,3,"חומ""ס",2146,אורבאני,2147,"חומ""ס",הרצליה,6400,1
2022,4,דן,3,"חומ""ס",2146,אורבאני,2147,"חומ""ס",רמת השרון,2650,1
2022,4,דן,3,"חומ""ס",2146,אורבאני,2147,"חומ""ס",תל אביב יפו,5000,1
2022,5,דן,3,"חומ""ס",2146,אורבאני,2147,"חומ""ס",הרצליה,6400,1
2022,5,דן,3,"חומ""ס",2146,אורבאני,2147,"חומ""ס",יהוד מונוסון,9400,1
2022,5,דן,3,"חומ""ס",2146,אורבאני,2147,"חומ""ס",רמת השרון,2650,1
2022,5,דן,3,"חומ""ס",2146,אורבאני,2147,"חומ""ס",תל אביב יפו,5000,1
2022,6,דן,3,"חומ""ס",2146,אורבאני,2147,"חומ""ס",אור יהודה,2400,1
2022,6,דן,3,"חומ""ס",2146,אורבאני,2147,"חומ""ס",בת ים,6200,1
2022,6,דן,3,"חומ""ס",2146,אורבאני,2147,"חומ""ס",יהוד מונוסון,9400,1
2022,6,דן,3,"חומ""ס",2146,אורבאני,2147,"חומ""ס",סביון,0587,1
2022,4,דן,3,"חומ""ס",2162,שטחים פתוחים,2163,"חומ""ס",תל אביב יפו,5000,3
2022,6,דן,3,"חומ""ס",2162,שטחים פתוחים,2163,"חומ""ס",הרצליה,6400,2
2022,6,דן,3,"חומ""ס",2162,שטחים פתוחים,2163,"חומ""ס",תל אביב יפו,5000,2
2022,4,דן,3,"חומ""ס",2162,שטחים פתוחים,2163,"חומ""ס",הרצליה,6400,1
2022,5,דן,3,"חומ""ס",2162,שטחים פתוחים,2163,"חומ""ס",הרצליה,6400,1
2022,5,דן,3,"חומ""ס",2162,שטחים פתוחים,2163,"חומ""ס",תל אביב יפו,5000,1
2022,6,דן,3,"חומ""ס",2162,שטחים פתוחים,2163,"חומ""ס",בני ברק,6100,1
2022,6,דן,3,"חומ""ס",2162,שטחים פתוחים,2163,"חומ""ס",בת ים,6200,1
2022,6,דן,3,"חומ""ס",2162,שטחים פתוחים,2163,"חומ""ס",חולון,6600,1
2022,6,דן,3,"חומ""ס",2162,שטחים פתוחים,2163,"חומ""ס",רמת גן,8600,1
2022,6,דן,3,"חומ""ס",2133,שינוע,2134,"חומ""ס",הרצליה,6400,1
2022,6,דן,3,"חומ""ס",2133,שינוע,2134,"חומ""ס",רמת השרון,2650,1
2022,4,דן,2,חילוץ,2122,אורבאני,2128,"בע""ח במצוקה",תל אביב יפו,5000,6
2022,5,דן,2,חילוץ,2122,אורבאני,2128,"בע""ח במצוקה",תל אביב יפו,5000,5
2022,6,דן,2,חילוץ,2122,אורבאני,2128,"בע""ח במצוקה",תל אביב יפו,5000,3
2022,4,דן,2,חילוץ,2122,אורבאני,2128,"בע""ח במצוקה",בת ים,6200,1
2022,4,דן,2,חילוץ,2122,אורבאני,2128,"בע""ח במצוקה",גבעתיים,6300,1
2022,4,דן,2,חילוץ,2122,אורבאני,2128,"בע""ח במצוקה",הרצליה,6400,1
2022,4,דן,2,חילוץ,2122,אורבאני,2128,"בע""ח במצוקה",חולון,6600,1
2022,4,דן,2,חילוץ,2122,אורבאני,2128,"בע""ח במצוקה",רמת השרון,2650,1
2022,5,דן,2,חילוץ,2122,אורבאני,2128,"בע""ח במצוקה",בת ים,6200,1
2022,5,דן,2,חילוץ,2122,אורבאני,2128,"בע""ח במצוקה",חולון,6600,1
2022,5,דן,2,חילוץ,2122,אורבאני,2128,"בע""ח במצוקה",רמת גן,8600,1
2022,6,דן,2,חילוץ,2122,אורבאני,2128,"בע""ח במצוקה",בני ברק,6100,1
2022,6,דן,2,חילוץ,2122,אורבאני,2128,"בע""ח במצוקה",רמת גן,8600,1
2022,4,דן,2,חילוץ,2122,אורבאני,2209,הצפה,תל אביב יפו,5000,1
2022,6,דן,2,חילוץ,2122,אורבאני,2209,הצפה,ללא כתובת,-,1
2022,4,דן,2,חילוץ,2122,אורבאני,2127,חילוץ מיוחד (הצפה / גובה),חולון,6600,1
2022,5,דן,2,חילוץ,2122,אורבאני,2127,חילוץ מיוחד (הצפה / גובה),תל אביב יפו,5000,1
2022,6,דן,2,חילוץ,2122,אורבאני,2211,חילוץ מיוחד גובה,תל אביב יפו,5000,3
2022,6,דן,2,חילוץ,2122,אורבאני,2211,חילוץ מיוחד גובה,רמת גן,8600,2
2022,5,דן,2,חילוץ,2122,אורבאני,2211,חילוץ מיוחד גובה,בת ים,6200,1
2022,5,דן,2,חילוץ,2122,אורבאני,2211,חילוץ מיוחד גובה,תל אביב יפו,5000,1
2022,6,דן,2,חילוץ,2122,אורבאני,2211,חילוץ מיוחד גובה,גבעתיים,6300,1
2022,6,דן,2,חילוץ,2122,אורבאני,2211,חילוץ מיוחד גובה,גני תקווה,0229,1
2022,5,דן,2,חילוץ,2122,אורבאני,2123,חשש לחיי אדם במבנה,תל אביב יפו,5000,222
2022,4,דן,2,חילוץ,2122,אורבאני,2123,חשש לחיי אדם במבנה,תל אביב יפו,5000,203
2022,6,דן,2,חילוץ,2122,אורבאני,2123,חשש לחיי אדם במבנה,תל אביב יפו,5000,200
2022,6,דן,2,חילוץ,2122,אורבאני,2123,חשש לחיי אדם במבנה,רמת גן,8600,76
2022,5,דן,2,חילוץ,2122,אורבאני,2123,חשש לחיי אדם במבנה,רמת גן,8600,74
2022,6,דן,2,חילוץ,2122,אורבאני,2123,חשש לחיי אדם במבנה,בת ים,6200,74
2022,4,דן,2,חילוץ,2122,אורבאני,2123,חשש לחיי אדם במבנה,בת ים,6200,67
2022,6,דן,2,חילוץ,2122,אורבאני,2123,חשש לחיי אדם במבנה,חולון,6600,67
2022,4,דן,2,חילוץ,2122,אורבאני,2123,חשש לחיי אדם במבנה,רמת גן,8600,66
2022,5,דן,2,חילוץ,2122,אורבאני,2123,חשש לחיי אדם במבנה,חולון,6600,61
2022,4,דן,2,חילוץ,2122,אורבאני,2123,חשש לחיי אדם במבנה,חולון,6600,54
2022,5,דן,2,חילוץ,2122,אורבאני,2123,חשש לחיי אדם במבנה,בת ים,6200,54
2022,4,דן,2,חילוץ,2122,אורבאני,2123,חשש לחיי אדם במבנה,בני ברק,6100,52
2022,5,דן,2,חילוץ,2122,אורבאני,2123,חשש לחיי אדם במבנה,בני ברק,6100,45
2022,6,דן,2,חילוץ,2122,אורבאני,2123,חשש לחיי אדם במבנה,בני ברק,6100,41
2022,4,דן,2,חילוץ,2122,אורבאני,2123,חשש לחיי אדם במבנה,הרצליה,6400,36
2022,6,דן,2,חילוץ,2122,אורבאני,2123,חשש לחיי אדם במבנה,הרצליה,6400,33
2022,5,דן,2,חילוץ,2122,אורבאני,2123,חשש לחיי אדם במבנה,הרצליה,6400,30
2022,6,דן,2,חילוץ,2122,אורבאני,2123,חשש לחיי אדם במבנה,גבעתיים,6300,28
2022,4,דן,2,חילוץ,2122,אורבאני,2123,חשש לחיי אדם במבנה,גבעתיים,6300,25
2022,5,דן,2,חילוץ,2122,אורבאני,2123,חשש לחיי אדם במבנה,גבעתיים,6300,25
2022,4,דן,2,חילוץ,2122,אורבאני,2123,חשש לחיי אדם במבנה,אור יהודה,2400,18
2022,5,דן,2,חילוץ,2122,אורבאני,2123,חשש לחיי אדם במבנה,אור יהודה,2400,16
2022,5,דן,2,חילוץ,2122,אורבאני,2123,חשש לחיי אדם במבנה,רמת השרון,2650,14
2022,4,דן,2,חילוץ,2122,אורבאני,2123,חשש לחיי אדם במבנה,רמת השרון,2650,13
2022,5,דן,2,חילוץ,2122,אורבאני,2123,חשש לחיי אדם במבנה,גבעת שמואל,0681,13
2022,5,דן,2,חילוץ,2122,אורבאני,2123,חשש לחיי אדם במבנה,קרית אונו,2620,12
2022,6,דן,2,חילוץ,2122,אורבאני,2123,חשש לחיי אדם במבנה,קרית אונו,2620,11
2022,6,דן,2,חילוץ,2122,אורבאני,2123,חשש לחיי אדם במבנה,רמת השרון,2650,11
2022,4,דן,2,חילוץ,2122,אורבאני,2123,חשש לחיי אדם במבנה,קרית אונו,2620,9
2022,6,דן,2,חילוץ,2122,אורבאני,2123,חשש לחיי אדם במבנה,יהוד מונוסון,9400,9
2022,5,דן,2,חילוץ,2122,אורבאני,2123,חשש לחיי אדם במבנה,יהוד מונוסון,9400,7
2022,4,דן,2,חילוץ,2122,אורבאני,2123,חשש לחיי אדם במבנה,יהוד מונוסון,9400,6
2022,6,דן,2,חילוץ,2122,אורבאני,2123,חשש לחיי אדם במבנה,אור יהודה,2400,6
2022,6,דן,2,חילוץ,2122,אורבאני,2123,חשש לחיי אדם במבנה,גני תקווה,0229,6
2022,4,דן,2,חילוץ,2122,אורבאני,2123,חשש לחיי אדם במבנה,גבעת שמואל,0681,5
2022,6,דן,2,חילוץ,2122,אורבאני,2123,חשש לחיי אדם במבנה,גבעת שמואל,0681,4
2022,4,דן,2,חילוץ,2122,אורבאני,2123,חשש לחיי אדם במבנה,גני תקווה,0229,3
2022,4,דן,2,חילוץ,2122,אורבאני,2123,חשש לחיי אדם במבנה,ללא כתובת,-,3
2022,4,דן,2,חילוץ,2122,אורבאני,2123,חשש לחיי אדם במבנה,פתח תקווה,7900,3
2022,5,דן,2,חילוץ,2122,אורבאני,2123,חשש לחיי אדם במבנה,ללא כתובת,-,3
2022,6,דן,2,חילוץ,2122,אורבאני,2123,חשש לחיי אדם במבנה,אזור,0565,3
2022,4,דן,2,חילוץ,2122,אורבאני,2123,חשש לחיי אדם במבנה,אזור,0565,2
2022,5,דן,2,חילוץ,2122,אורבאני,2123,חשש לחיי אדם במבנה,גני תקווה,0229,2
2022,5,דן,2,חילוץ,2122,אורבאני,2123,חשש לחיי אדם במבנה,אזור,0565,1
2022,5,דן,2,חילוץ,2122,אורבאני,2123,חשש לחיי אדם במבנה,יהוד,9400,1
2022,5,דן,2,חילוץ,2122,אורבאני,2123,חשש לחיי אדם במבנה,מחלף מסובים,-,1
2022,5,דן,2,חילוץ,2122,אורבאני,2123,חשש לחיי אדם במבנה,סביון,0587,1
2022,6,דן,2,חילוץ,2122,אורבאני,2123,חשש לחיי אדם במבנה,סביון,0587,1
2022,6,דן,2,חילוץ,2122,אורבאני,2129,קריסת מבנה,תל אביב יפו,5000,4
2022,5,דן,2,חילוץ,2122,אורבאני,2129,קריסת מבנה,תל אביב יפו,5000,3
2022,4,דן,2,חילוץ,2122,אורבאני,2129,קריסת מבנה,תל אביב יפו,5000,2
2022,4,דן,2,חילוץ,2122,אורבאני,2129,קריסת מבנה,הרצליה,6400,1
2022,5,דן,2,חילוץ,2122,אורבאני,2129,קריסת מבנה,בני ברק,6100,1
2022,5,דן,2,חילוץ,2122,אורבאני,2129,קריסת מבנה,רמת גן,8600,1
2022,6,דן,2,חילוץ,2122,אורבאני,2129,קריסת מבנה,בת ים,6200,1
2022,6,דן,2,חילוץ,2122,אורבאני,2129,קריסת מבנה,רמת גן,8600,1
2022,4,דן,2,חילוץ,2130,שטחים פתוחים,2131,"בע""ח במצוקה",תל אביב יפו,5000,2
2022,5,דן,2,חילוץ,2130,שטחים פתוחים,2131,"בע""ח במצוקה",תל אביב יפו,5000,2
2022,4,דן,2,חילוץ,2130,שטחים פתוחים,2131,"בע""ח במצוקה",רמת גן,8600,1
2022,5,דן,2,חילוץ,2130,שטחים פתוחים,2131,"בע""ח במצוקה",ללא כתובת,-,1
2022,6,דן,2,חילוץ,2130,שטחים פתוחים,2207,חילוץ מיוחד מצוק/דרדרת/גובה,צומת סביון,-,1
2022,6,דן,2,חילוץ,2112,תחבורה,2114,"בע""ח במצוקה",תל אביב יפו,5000,3
2022,6,דן,2,חילוץ,2112,תחבורה,2114,"בע""ח במצוקה",חולון,6600,2
2022,4,דן,2,חילוץ,2112,תחבורה,2114,"בע""ח במצוקה",תל אביב יפו,5000,1
2022,6,דן,2,חילוץ,2112,תחבורה,2113,חשש לחיי אדם ברכב,תל אביב יפו,5000,9
2022,4,דן,2,חילוץ,2112,תחבורה,2113,חשש לחיי אדם ברכב,תל אביב יפו,5000,5
2022,6,דן,2,חילוץ,2112,תחבורה,2113,חשש לחיי אדם ברכב,בת ים,6200,4
2022,4,דן,2,חילוץ,2112,תחבורה,2113,חשש לחיי אדם ברכב,הרצליה,6400,3
2022,4,דן,2,חילוץ,2112,תחבורה,2113,חשש לחיי אדם ברכב,רמת גן,8600,3
2022,5,דן,2,חילוץ,2112,תחבורה,2113,חשש לחיי אדם ברכב,תל אביב יפו,5000,3
2022,4,דן,2,חילוץ,2112,תחבורה,2113,חשש לחיי אדם ברכב,בת ים,6200,2
2022,4,דן,2,חילוץ,2112,תחבורה,2113,חשש לחיי אדם ברכב,חולון,6600,2
2022,4,דן,2,חילוץ,2112,תחבורה,2113,חשש לחיי אדם ברכב,רמת השרון,2650,2
2022,5,דן,2,חילוץ,2112,תחבורה,2113,חשש לחיי אדם ברכב,בני ברק,6100,2
2022,5,דן,2,חילוץ,2112,תחבורה,2113,חשש לחיי אדם ברכב,בת ים,6200,2
2022,5,דן,2,חילוץ,2112,תחבורה,2113,חשש לחיי אדם ברכב,חולון,6600,2
2022,5,דן,2,חילוץ,2112,תחבורה,2113,חשש לחיי אדם ברכב,יהוד מונוסון,9400,2
2022,6,דן,2,חילוץ,2112,תחבורה,2113,חשש לחיי אדם ברכב,אור יהודה,2400,2
2022,6,דן,2,חילוץ,2112,תחבורה,2113,חשש לחיי אדם ברכב,רמת גן,8600,2
2022,6,דן,2,חילוץ,2112,תחבורה,2113,חשש לחיי אדם ברכב,רמת השרון,2650,2
2022,4,דן,2,חילוץ,2112,תחבורה,2113,חשש לחיי אדם ברכב,גבעתיים,6300,1
2022,4,דן,2,חילוץ,2112,תחבורה,2113,חשש לחיי אדם ברכב,יהוד מונוסון,9400,1
2022,5,דן,2,חילוץ,2112,תחבורה,2113,חשש לחיי אדם ברכב,אור יהודה,2400,1
2022,5,דן,2,חילוץ,2112,תחבורה,2113,חשש לחיי אדם ברכב,גני תקווה,0229,1
2022,5,דן,2,חילוץ,2112,תחבורה,2113,חשש לחיי אדם ברכב,ללא כתובת,-,1
2022,5,דן,2,חילוץ,2112,תחבורה,2113,חשש לחיי אדם ברכב,קרית אונו,2620,1
2022,5,דן,2,חילוץ,2112,תחבורה,2113,חשש לחיי אדם ברכב,רמת גן,8600,1
2022,5,דן,2,חילוץ,2112,תחבורה,2113,חשש לחיי אדם ברכב,רמת השרון,2650,1
2022,6,דן,2,חילוץ,2112,תחבורה,2113,חשש לחיי אדם ברכב,בני ברק,6100,1
2022,6,דן,2,חילוץ,2112,תחבורה,2113,חשש לחיי אדם ברכב,גבעתיים,6300,1
2022,6,דן,2,חילוץ,2112,תחבורה,2113,חשש לחיי אדם ברכב,הרצליה,6400,1
2022,6,דן,2,חילוץ,2112,תחבורה,2113,חשש לחיי אדם ברכב,יהוד מונוסון,9400,1
2022,6,דן,2,חילוץ,2112,תחבורה,2113,חשש לחיי אדם ברכב,ללא כתובת,-,1
2022,6,דן,2,חילוץ,2112,תחבורה,2113,חשש לחיי אדם ברכב,מחלף ההלכה,-,1
2022,6,דן,2,חילוץ,2112,תחבורה,2115,תאונת דרכים,תל אביב יפו,5000,14
2022,5,דן,2,חילוץ,2112,תחבורה,2115,תאונת דרכים,תל אביב יפו,5000,11
2022,4,דן,2,חילוץ,2112,תחבורה,2115,תאונת דרכים,תל אביב יפו,5000,10
2022,4,דן,2,חילוץ,2112,תחבורה,2115,תאונת דרכים,הרצליה,6400,5
2022,5,דן,2,חילוץ,2112,תחבורה,2115,תאונת דרכים,חולון,6600,5
2022,4,דן,2,חילוץ,2112,תחבורה,2115,תאונת דרכים,רמת גן,8600,4
2022,5,דן,2,חילוץ,2112,תחבורה,2115,תאונת דרכים,בני ברק,6100,4
2022,5,דן,2,חילוץ,2112,תחבורה,2115,תאונת דרכים,בת ים,6200,3
2022,5,דן,2,חילוץ,2112,תחבורה,2115,תאונת דרכים,מחלף ההלכה,-,3
2022,6,דן,2,חילוץ,2112,תחבורה,2115,תאונת דרכים,הרצליה,6400,3
